K_BREV_T;K_FAGOMRADE;K_DOK_T;K_DOK_KATEGORI;BREVGRUPPE;REDIGERBART;DEKODE;DATO_FOM;DATO_TOM;ER_GYLDIG;DATO_OPPRETTET;OPPRETTET_AV;DATO_ENDRET;ENDRET_AV;K_BREV_REGEL_T;K_BREV_KATEGORI_T;K_BREV_UTLAND_T;K_BREV_KONTEKST_T;SYNLIG_FOR_VEILEDER;K_BREV_KRAV_T;VIS_I_PSELV;PRIORITET;DOKUMENT_TYPE_ID;DOKSYS;DOKUMENT_TYPE_ID_1;DOKUMENTMAL;DOKUMENTMAL_FELLESELEMENT;DOKUMENTMAL_REFERANSE;DATO_OPPRETTET_1;OPPRETTET_AV_1;DATO_ENDRET_1;ENDRET_AV_1;VERSJON

    <xs:import schemaLocation=""felles/v1.PesysFelles.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""/>
    <xs:import schemaLocation=""fag/v4.Alderspensjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v4/Alderspensjon""/>
    <xs:import schemaLocation=""fag/v1.AlderspensjonPerManed.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/AlderspensjonPerManed""/>
    <xs:import schemaLocation=""fag/v1.Avdod.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Avdod""/>
    <xs:import schemaLocation=""fag/v1.InngangOgEksportVurdering.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/InngangOgEksportVurdering""/>
    <xs:import schemaLocation=""fag/v1.InngangOgEksportVurderingAvdod.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/InngangOgEksportVurderingAvdod""/>
    <xs:import schemaLocation=""fag/v3.Krav.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Krav""/>
    <xs:import schemaLocation=""fag/v1.OpphorsbegrunnelseFT.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/OpphorsbegrunnelseFT""/>
    <xs:import schemaLocation=""fag/v3.Person.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Person""/>
    <xs:import schemaLocation=""fag/v1.Vedtak.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Vedtak""/>
    <xs:import schemaLocation=""fag/v1.YtelseskomponentInformasjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/YtelseskomponentInformasjon""/>
    <xs:import schemaLocation=""felles/v1.VedleggsListe.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/VedleggsListe""/>

    <xs:element name=""brevdata"" type=""Brevdata""/>

    <xs:complexType name=""Brevdata"">
        <xs:all>
            <xs:element name=""felles"" type=""felles:Felles""/>
            <xs:element name=""fag"" type=""Fag""/>
            <xs:element name=""vedleggsListe"" type=""vedleggsListe:VedleggsListe"" minOccurs=""0""/>
        </xs:all>
    </xs:complexType>

    <xs:complexType name=""Fag"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""alderspensjonVedVirk"" type=""alderspensjon:Alderspensjon""/>
            <xs:element name=""avdod"" type=""avdod:Avdod"" minOccurs=""0""/>
            <xs:element name=""beregnetPensjonPerManedVedVirk"" type=""alderspensjonPerManed:AlderspensjonPerManed""/>
            <xs:element name=""bruker"" type=""person:Person""/>
            <xs:element name=""inngangOgEksportVurdering"" type=""inngangOgEksportVurdering:InngangOgEksportVurdering"" minOccurs=""0""/>
            <xs:element name=""inngangOgEksportVurderingAvdod"" type=""inngangOgEksportVurderingAvdod:InngangOgEksportVurderingAvdod"" minOccurs=""0""/>
            <xs:element name=""krav"" type=""krav:Krav""/>
            <xs:element name=""opphorsbegrunnelseVedVirk"" type=""opphorsbegrunnelseFT:OpphorsbegrunnelseFT"" minOccurs=""0""/>
            <xs:element name=""vedtak"" type=""vedtak:Vedtak""/>
            <xs:element name=""ytelseskomponentInformasjon"" type=""ytelseskomponentInformasjon:YtelseskomponentInformasjon""/>
        </xs:all>
    </xs:complexType>

</xs:schema>";"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema	attributeFormDefault=""unqualified""
              elementFormDefault=""qualified""
              xmlns:xs=""http://www.w3.org/2001/XMLSchema""
              targetNamespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns:st=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""
              xmlns:sakspart=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""
              xmlns:mottaker=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""
              xmlns:saksbehandler=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""
              xmlns:kontaktinformasjon=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""
              xmlns:navEnhet=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet"">

    <xs:import schemaLocation=""v1.SimpleTypes.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""/>
    <xs:import schemaLocation=""v1.Sakspart.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""/>
    <xs:import schemaLocation=""v1.Mottaker.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""/>
    <xs:import schemaLocation=""v1.Saksbehandler.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""/>
    <xs:import schemaLocation=""v1.Kontaktinformasjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""/>
    <xs:import schemaLocation=""v1.NavEnhet.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet""/>

    <xs:complexType name=""Felles"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""spraakkode"" type=""st:Spraakkode"">
                <xs:annotation>
                    <xs:documentation>Kode som angir hvilket språk dokumentet skal produserer på. Mulige verdier: NB, NN, EN</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""fagsaksnummer"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Saksnummer som skal presenteres i dokumentet</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""navnAvsenderEnhet"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Navn på kontor som behandler saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""automatiskBehandlet"" type=""xs:boolean"">
                <xs:annotation>
                    <xs:documentation>Spesifiserer om en saksbehandler har vært involvert i saken eller ikke</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""dokumentDato"" type=""st:FormatertDato"">
                <xs:annotation>
                    <xs:documentation>Dato for bestilling av dokument (produksjon av XML). Format (YYYY-MM-DD)</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""sakspart"" type=""sakspart:Sakspart"">
                <xs:annotation>
                    <xs:documentation>Sakspart viser til personen vedtaket gjelder</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""mottaker"" type=""mottaker:Mottaker"">
                <xs:annotation>
                    <xs:documentation>Mottaker viser til personen/organisasjonen som vedtaket skal sendes til.
                    Trenger ikke å være lik sakspart. Eks. advokat, verge.</xs:documentation>
                </xs:annotation>
            </xs:element><xs:element name=""signerendeSaksbehandler"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Kommer ikke i automatisk behandling</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""signerendeBeslutter"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Brukes bare i to stegs saksbehandling. Kommer ikke i automatisk behandling.</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""kontaktinformasjon"" type=""kontaktinformasjon:Kontaktinformasjon"">
                <xs:annotation>
                    <xs:documentation>Informasjon om hvordan bruker kan kontakte NAV før å følge opp saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""returadresse"" type=""navEnhet:NavEnhet"">
                <xs:annotation>
                    <xs:documentation>Adressen skal benyttes ved tilfeller der dokumenter må sendes i retur per post</xs:documentation>
                </xs:annotation>
            </xs:element>
        </xs:all>
    </xs:complexType>
</xs:schema>";pesysbrev.v1;2019-04-06 10.13.42,066372000;PK-56207;2020-05-07 13.10.08,235099000;PL-1141;1
AP_ENDR_GJRETT_MAN;PEN;U;VB;INGEN_BREVGRUPPE;1;Vedtak - endring ved gjenlevenderett;1899-12-31;;1;2019-02-01 14.00.00,000000000;PK-56268;2019-04-06 10.15.34,834525000;PK-56268;;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;000126;1;000126;"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema attributeFormDefault=""unqualified""
           elementFormDefault=""qualified""
           targetNamespace=""http://nav.no/dok/pesysbrev/v1/000126""
           xmlns=""http://nav.no/dok/pesysbrev/v1/000126""
           xmlns:xs=""http://www.w3.org/2001/XMLSchema""
           xmlns:felles=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
           xmlns:alderspensjon=""http://nav.no/dok/pesysbrev/fag/v4/Alderspensjon""
           xmlns:alderspensjonPerManed=""http://nav.no/dok/pesysbrev/fag/v1/AlderspensjonPerManed""
		   xmlns:beregning=""http://nav.no/dok/pesysbrev/fag/v1/Beregning""
		   xmlns:beregnetPensjonPerManed=""http://nav.no/dok/pesysbrev/fag/v1/BeregnetPensjonPerManed""
           xmlns:avdod=""http://nav.no/dok/pesysbrev/fag/v1/Avdod""
           xmlns:beregningKap19=""http://nav.no/dok/pesysbrev/fag/v2/BeregningKap19""
		   xmlns:beregningKap20=""http://nav.no/dok/pesysbrev/fag/v2/BeregningKap20""
           xmlns:inngangOgEksportVurdering=""http://nav.no/dok/pesysbrev/fag/v1/InngangOgEksportVurdering""
           xmlns:krav=""http://nav.no/dok/pesysbrev/fag/v3/Krav""
           xmlns:person=""http://nav.no/dok/pesysbrev/fag/v3/Person""
           xmlns:vedtak=""http://nav.no/dok/pesysbrev/fag/v1/Vedtak""
           xmlns:ytelseskomponentInformasjon=""http://nav.no/dok/pesysbrev/fag/v1/YtelseskomponentInformasjon""
           xmlns:vedleggsListe=""http://nav.no/dok/pesysbrev/felles/v1/VedleggsListe"">

    <xs:import schemaLocation=""felles/v1.PesysFelles.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""/>
    <xs:import schemaLocation=""fag/v4.Alderspensjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v4/Alderspensjon""/>
	<xs:import schemaLocation=""fag/v1.AlderspensjonPerManed.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/AlderspensjonPerManed""/>
	<xs:import schemaLocation=""fag/v1.Beregning.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Beregning""/>
	<xs:import schemaLocation=""fag/v1.BeregnetPensjonPerManed.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/BeregnetPensjonPerManed""/>
    <xs:import schemaLocation=""fag/v1.Avdod.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Avdod""/>
    <xs:import schemaLocation=""fag/v2.BeregningKap19.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v2/BeregningKap19""/>
	<xs:import schemaLocation=""fag/v2.BeregningKap20.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v2/BeregningKap20""/>
    <xs:import schemaLocation=""fag/v3.Krav.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Krav""/>
    <xs:import schemaLocation=""fag/v1.InngangOgEksportVurdering.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/InngangOgEksportVurdering""/>
    <xs:import schemaLocation=""fag/v3.Krav.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Krav""/>
    <xs:import schemaLocation=""fag/v3.Person.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Person""/>
    <xs:import schemaLocation=""fag/v1.Vedtak.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Vedtak""/>
    <xs:import schemaLocation=""fag/v1.YtelseskomponentInformasjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/YtelseskomponentInformasjon""/>
    <xs:import schemaLocation=""felles/v1.VedleggsListe.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/VedleggsListe""/>

    <xs:element name=""brevdata"" type=""Brevdata""/>

    <xs:complexType name=""Brevdata"">
        <xs:all>
            <xs:element name=""felles"" type=""felles:Felles""/>
            <xs:element name=""fag"" type=""Fag""/>
            <xs:element name=""vedleggsListe"" type=""vedleggsListe:VedleggsListe"" minOccurs=""0""/>
        </xs:all>
    </xs:complexType>

    <xs:complexType name=""Fag"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""alderspensjonGjeldende"" type=""alderspensjon:Alderspensjon""/>
            <xs:element name=""alderspensjonVedVirk"" type=""alderspensjon:Alderspensjon""/>
            <xs:element name=""avdod"" type=""avdod:Avdod""/>
            <xs:element name=""beregnetPensjonPerManedVedVirk"" type=""alderspensjonPerManed:AlderspensjonPerManed""/>
			<xs:element name=""beregnetPensjonPerManed"" type=""beregnetPensjonPerManed:BeregnetPensjonPerManed""/>
			<xs:element name=""beregningKap3"" type=""beregning:Beregning"" minOccurs=""0""/>
            <xs:element name=""beregningKap19VedVirk"" type=""beregningKap19:BeregningKap19"" minOccurs=""0""/>
			<xs:element name=""beregningKap20VedVirk"" type=""beregningKap20:BeregningKap20"" minOccurs=""0""/>
            <xs:element name=""bruker"" type=""person:Person""/>
            <xs:element name=""inngangOgEksportVurdering"" type=""inngangOgEksportVurdering:InngangOgEksportVurdering"" minOccurs=""0""/>
            <xs:element name=""krav"" type=""krav:Krav""/>
            <xs:element name=""vedtak"" type=""vedtak:Vedtak""/>
            <xs:element name=""ytelseskomponentInformasjon"" type=""ytelseskomponentInformasjon:YtelseskomponentInformasjon""/>
          </xs:all>
    </xs:complexType>

</xs:schema>";"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema	attributeFormDefault=""unqualified""
              elementFormDefault=""qualified""
              xmlns:xs=""http://www.w3.org/2001/XMLSchema""
              targetNamespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns:st=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""
              xmlns:sakspart=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""
              xmlns:mottaker=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""
              xmlns:saksbehandler=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""
              xmlns:kontaktinformasjon=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""
              xmlns:navEnhet=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet"">

    <xs:import schemaLocation=""v1.SimpleTypes.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""/>
    <xs:import schemaLocation=""v1.Sakspart.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""/>
    <xs:import schemaLocation=""v1.Mottaker.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""/>
    <xs:import schemaLocation=""v1.Saksbehandler.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""/>
    <xs:import schemaLocation=""v1.Kontaktinformasjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""/>
    <xs:import schemaLocation=""v1.NavEnhet.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet""/>

    <xs:complexType name=""Felles"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""spraakkode"" type=""st:Spraakkode"">
                <xs:annotation>
                    <xs:documentation>Kode som angir hvilket språk dokumentet skal produserer på. Mulige verdier: NB, NN, EN</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""fagsaksnummer"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Saksnummer som skal presenteres i dokumentet</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""navnAvsenderEnhet"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Navn på kontor som behandler saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""automatiskBehandlet"" type=""xs:boolean"">
                <xs:annotation>
                    <xs:documentation>Spesifiserer om en saksbehandler har vært involvert i saken eller ikke</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""dokumentDato"" type=""st:FormatertDato"">
                <xs:annotation>
                    <xs:documentation>Dato for bestilling av dokument (produksjon av XML). Format (YYYY-MM-DD)</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""sakspart"" type=""sakspart:Sakspart"">
                <xs:annotation>
                    <xs:documentation>Sakspart viser til personen vedtaket gjelder</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""mottaker"" type=""mottaker:Mottaker"">
                <xs:annotation>
                    <xs:documentation>Mottaker viser til personen/organisasjonen som vedtaket skal sendes til.
                    Trenger ikke å være lik sakspart. Eks. advokat, verge.</xs:documentation>
                </xs:annotation>
            </xs:element><xs:element name=""signerendeSaksbehandler"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Kommer ikke i automatisk behandling</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""signerendeBeslutter"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Brukes bare i to stegs saksbehandling. Kommer ikke i automatisk behandling.</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""kontaktinformasjon"" type=""kontaktinformasjon:Kontaktinformasjon"">
                <xs:annotation>
                    <xs:documentation>Informasjon om hvordan bruker kan kontakte NAV før å følge opp saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""returadresse"" type=""navEnhet:NavEnhet"">
                <xs:annotation>
                    <xs:documentation>Adressen skal benyttes ved tilfeller der dokumenter må sendes i retur per post</xs:documentation>
                </xs:annotation>
            </xs:element>
        </xs:all>
    </xs:complexType>
</xs:schema>";pesysbrev.v1;2019-04-06 10.15.22,535139000;PK-56268;2020-01-29 10.06.26,260639000;FAGSYSTEM-78965;1
VARSEL_REVURD;PEN;U;B;INGEN_BREVGRUPPE;1;Varsel - revurdering av pensjon;1899-12-31;;1;2020-01-29 10.06.25,433459000;PL-78;2020-01-29 10.06.25,433459000;PL-78;;VARSEL;ALLTID;ALLTID;1;ALLE;;;000156;1;000156;"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema	attributeFormDefault=""unqualified""
			  elementFormDefault=""qualified""
			  targetNamespace=""http://nav.no/dok/pesysbrev/v1/000156""
			  xmlns=""http://nav.no/dok/pesysbrev/v1/000156""
			  xmlns:xs=""http://www.w3.org/2001/XMLSchema""
			  xmlns:felles=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
			  xmlns:sak=""http://nav.no/dok/pesysbrev/fag/v1/Sak""
			  xmlns:vedleggsListe=""http://nav.no/dok/pesysbrev/felles/v1/VedleggsListe"">
		   
	<xs:import schemaLocation=""felles/v1.PesysFelles.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""/>
	<xs:import schemaLocation=""fag/v1.Sak.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Sak""/>
    <xs:import schemaLocation=""felles/v1.VedleggsListe.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/VedleggsListe""/>

	<xs:element name=""brevdata"" type=""Brevdata""/>

	<xs:complexType name=""Brevdata"">
		<xs:all>
			<xs:element name=""felles"" type=""felles:Felles""/>
			<xs:element name=""fag"" type=""Fag""/>
		</xs:all>
	</xs:complexType>

	<xs:complexType name=""Fag"">
		<xs:annotation>
			<xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
		</xs:annotation>
		<xs:all>
			<xs:element name=""sak"" type=""sak:Sak""/>
		</xs:all>
	</xs:complexType>

</xs:schema>";"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema	attributeFormDefault=""unqualified""
              elementFormDefault=""qualified""
              xmlns:xs=""http://www.w3.org/2001/XMLSchema""
              targetNamespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns:st=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""
              xmlns:sakspart=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""
              xmlns:mottaker=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""
              xmlns:saksbehandler=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""
              xmlns:kontaktinformasjon=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""
              xmlns:navEnhet=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet"">

    <xs:import schemaLocation=""v1.SimpleTypes.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""/>
    <xs:import schemaLocation=""v1.Sakspart.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""/>
    <xs:import schemaLocation=""v1.Mottaker.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""/>
    <xs:import schemaLocation=""v1.Saksbehandler.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""/>
    <xs:import schemaLocation=""v1.Kontaktinformasjon.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/Kontaktinformasjon""/>
    <xs:import schemaLocation=""v1.NavEnhet.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/NavEnhet""/>

    <xs:complexType name=""Felles"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""spraakkode"" type=""st:Spraakkode"">
                <xs:annotation>
                    <xs:documentation>Kode som angir hvilket spr�k dokumentet skal produserer p�. Mulige verdier: NB, NN, EN</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""fagsaksnummer"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Saksnummer som skal presenteres i dokumentet</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""navnAvsenderEnhet"" type=""st:NonEmptyString"">
                <xs:annotation>
                    <xs:documentation>Navn p� kontor som behandler saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""automatiskBehandlet"" type=""xs:boolean"">
                <xs:annotation>
                    <xs:documentation>Spesifiserer om en saksbehandler har v�rt involvert i saken eller ikke</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""dokumentDato"" type=""st:FormatertDato"">
                <xs:annotation>
                    <xs:documentation>Dato for bestilling av dokument (produksjon av XML). Format (YYYY-MM-DD)</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""sakspart"" type=""sakspart:Sakspart"">
                <xs:annotation>
                    <xs:documentation>Sakspart viser til personen vedtaket gjelder</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""mottaker"" type=""mottaker:Mottaker"">
                <xs:annotation>
                    <xs:documentation>Mottaker viser til personen/organisasjonen som vedtaket skal sendes til. Trenger ikke � v�re lik sakspart. Eks. advokat, verge.</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""signerendeSaksbehandler"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Kommer ikke i automatisk behandling</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""signerendeBeslutter"" type=""saksbehandler:Saksbehandler"" minOccurs=""0"">
                <xs:annotation>
                    <xs:documentation>Brukes bare i to stegs saksbehandling. Kommer ikke i automatisk behandling.</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""kontaktinformasjon"" type=""kontaktinformasjon:Kontaktinformasjon"">
                <xs:annotation>
                    <xs:documentation>Informasjon om hvordan bruker kan kontakte NAV f�r � f�lge opp saken</xs:documentation>
                </xs:annotation>
            </xs:element>
            <xs:element name=""returadresse"" type=""navEnhet:NavEnhet"">
                <xs:annotation>
                    <xs:documentation>Adressen skal benyttes ved tilfeller der dokumenter m� sendes i retur per post</xs:documentation>
                </xs:annotation>
            </xs:element>
        </xs:all>
    </xs:complexType>
</xs:schema>
";pesysbrev.v1;2020-01-29 10.06.25,405432000;PL-78;2020-01-29 10.06.25,488213000;PL-78;1
ADHOC_INFO_AUTO;PEN;U;B;INGEN_BREVGRUPPE;0;Automatisk brev engangsbruk;1899-12-31;;1;2020-01-29 10.06.26,107995000;PL-1102;2020-01-29 10.06.26,107995000;PL-1102;OVRIGE;INFORMASJON;ALLTID;SAK;;ALLE;1;;000169;1;000169;"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema attributeFormDefault=""unqualified""
           elementFormDefault=""qualified""
           targetNamespace=""http://nav.no/dok/pesysbrev/v1/000169""
           xmlns=""http://nav.no/dok/pesysbrev/v1/000169""
           xmlns:xs=""http://www.w3.org/2001/XMLSchema""
           xmlns:felles=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
           xmlns:sak=""http://nav.no/dok/pesysbrev/fag/v1/Sak""
           xmlns:person=""http://nav.no/dok/pesysbrev/fag/v3/Person"">

    <xs:import schemaLocation=""felles/v1.PesysFelles.xsd"" namespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""/>
    <xs:import schemaLocation=""fag/v1.Sak.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v1/Sak""/>
    <xs:import schemaLocation=""fag/v3.Person.xsd"" namespace=""http://nav.no/dok/pesysbrev/fag/v3/Person""/>

    <xs:element name=""brevdata"" type=""Brevdata""/>

    <xs:complexType name=""Brevdata"">
        <xs:all>
            <xs:element name=""felles"" type=""felles:Felles""/>
            <xs:element name=""fag"" type=""Fag""/>
        </xs:all>
    </xs:complexType>

    <xs:complexType name=""Fag"">
        <xs:annotation>
            <xs:documentation>Gyldig versjon av felles informasjonsmodell</xs:documentation>
        </xs:annotation>
        <xs:all>
            <xs:element name=""sak"" type=""sak:Sak""/>
            <xs:element name=""bruker"" type=""person:Person"" minOccurs=""0""/>
        </xs:all>
    </xs:complexType>

</xs:schema>";"<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema	attributeFormDefault=""unqualified""
              elementFormDefault=""qualified""
              xmlns:xs=""http://www.w3.org/2001/XMLSchema""
              targetNamespace=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns=""http://nav.no/dok/pesysbrev/felles/v1/PesysFelles""
              xmlns:st=""http://nav.no/dok/pesysbrev/felles/v1/SimpleTypes""
              xmlns:sakspart=""http://nav.no/dok/pesysbrev/felles/v1/Sakspart""
              xmlns:mottaker=""http://nav.no/dok/pesysbrev/felles/v1/Mottaker""
              xmlns:saksbehandler=""http://nav.no/dok/pesysbrev/felles/v1/Saksbehandler""
